N-01,N-02,N-03,N-04,N-05,N-06,N-07,N-08,N-09,N-10,N-11,N-12,N-13,N-14,N-15,N-16,N-17,N-18,N-19,N-20,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.52,0.38,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.52,0.38,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.52,0.39,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.52,0.39,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.52,0.39,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.52,0.40,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.52,0.40,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.52,0.40,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.51,0.41,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.51,0.41,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.51,0.41,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.51,0.42,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.51,0.42,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.51,0.42,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.51,0.42,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.51,0.43,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.51,0.43,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.51,0.43,0.00,0.17,0.00,0.18,0.00,0.23,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.51,0.44,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.51,0.44,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.50,0.44,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.50,0.44,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.50,0.45,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.50,0.45,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.50,0.45,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.50,0.45,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.50,0.46,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.50,0.46,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.50,0.46,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.50,0.46,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.50,0.47,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.47,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.47,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.47,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.48,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.48,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.48,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.48,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.48,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.49,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.49,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.49,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.49,0.49,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.48,0.49,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.48,0.50,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.48,0.50,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.48,0.50,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.48,0.50,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.48,0.50,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.48,0.51,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.48,0.51,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.48,0.51,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.48,0.51,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.48,0.51,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.47,0.51,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.47,0.52,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.47,0.52,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.47,0.52,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.47,0.52,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.47,0.52,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.47,0.52,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.47,0.52,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.47,0.53,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.47,0.53,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.47,0.53,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.53,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.53,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.53,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.53,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.53,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.54,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.54,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.54,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.54,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.54,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.54,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.46,0.54,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.45,0.54,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.45,0.54,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.45,0.55,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.45,0.55,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.45,0.55,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.45,0.55,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.45,0.55,0.00,0.17,0.00,0.18,0.00,0.22,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.45,0.55,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.45,0.55,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.45,0.55,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.45,0.55,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.55,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.55,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.55,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.55,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.44,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.43,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.43,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.43,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.43,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.43,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.43,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.43,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.43,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.43,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.43,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.43,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.56,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.57,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.57,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.57,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.57,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.57,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.42,0.57,0.00,0.17,0.00,0.18,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.41,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.57,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.40,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.39,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.38,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.38,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.38,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.38,0.56,0.00,0.17,0.00,0.17,0.00,0.21,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.38,0.56,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.38,0.56,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.38,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
0.00,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.38,0.55,0.00,0.17,0.00,0.17,0.00,0.20,0.00,0.00,0.00,
